pathway	your_input	Souris_tax_id(10090)	entrez(10090)	gene_symbol(10090)	title(10090)	location(10090)	chrom(10090)	status(10090)	type(10090)	aliases(10090)	database(10090)	humain_tax_id(9606)	entrez(9606)	gene_symbol(9606)	title(9606)	location(9606)	chrom(9606)	status(9606)	type(9606)	aliases(9606)	database(9606)
Detox	Abcg1	10090	11307	Abcg1	ATP binding cassette subfamily G member 1	17 A3.3|17 15.8 cM	17	active	protein-coding	[OTTMUSG00000025573, MGI:107704, White, Abc, Whit, ENSMUSG00000024030, 107704, Abc8, AW413978]	EpiMed GENSYM	9606	9619	ABCG1	ATP binding cassette subfamily G member 1	21q22.3	21	active	protein-coding	[NM_207174, MGI:107704, WHITE1, CCDS42937, OTTHUMG00000086791, CCDS42938, ABC8, CCDS13683, uc002zaq.4, HGNC:73, CCDS13681, CCDS13682, RGD:620294, ENSG00000160179, U34919, 73, ABCG1, P45844, MIM:603076]	NCBI GENE
Detox	Abcg2	10090	26357	Abcg2	ATP binding cassette subfamily G member 2 (Junior blood group)	6 B3|6 27.82 cM	6	active	protein-coding	[BCRP, Bc, Bcrp1, MGI:1347061, MXR, ENSMUSG00000029802, 1347061, AI428558, MXR1, ABCP, OTTMUSG00000022209, ABC15]	EpiMed GENSYM	9606	9429	ABCG2	ATP binding cassette subfamily G member 2 (JR blood group)	4q22.1	4	active	protein-coding	[EST157481, MXR, GOUT1, BMDP, MIM:603756, MXR-1, RGD:631345, ABCP, UAQTL1, MRX, ENSG00000118777, BCRP1, ABC15, CD338, 74, BCRP, NM_004827, CCDS58910, Q9UNQ0, OTTHUMG00000130601, MGI:1347061, CDw338, MXR1, HGNC:74, CDw388, CCDS3628, ABCG2, uc003hrg.4, AF103796]	NCBI GENE
Detox	Abcg3	10090	27405	Abcg3	ATP binding cassette subfamily G member 3	5 E5|5 50.68 cM	5	active	protein-coding	[1351624, ENSMUSG00000029299, OTTMUSG00000025595, Abc, MGI:1351624, Abcp2, Mxr, Mxr2]	EpiMed GENSYM	9606	64007	ABCG3	ATP-binding cassette, sub-family G (WHITE), member 3	8p12	8	removed		[Abcp2, Mxr2]	NCBI GENE
Detox	Abcg4	10090	192663	Abcg4	ATP binding cassette subfamily G member 4	9 A5.2|9 24.84 cM	9	active	protein-coding	[6430517O04Rik, ENSMUSG00000032131, 1890594, MGI:1890594, OTTMUSG00000029282]	EpiMed GENSYM	9606	64137	ABCG4	ATP binding cassette subfamily G member 4	11q23.3	11	active	protein-coding	[NM_022169, RGD:1305840, WHITE2, ENSG00000172350, OTTHUMG00000166169, CCDS8415, MGI:1890594, HGNC:13884, Q9H172, AJ300465, uc031yhk.2, 13884, MIM:607784, ABCG4]	NCBI GENE
Detox	Abcg5	10090	27409	Abcg5	ATP binding cassette subfamily G member 5	17 E4|17 55.02 cM	17	active	protein-coding	[ENSMUSG00000040505, 1351659, trac, cmp, Ster, cm, MGI:1351659, OTTMUSG00000036704, sterolin-1, tr]	EpiMed GENSYM	9606	64240	ABCG5	ATP binding cassette subfamily G member 5	2p21	2	active	protein-coding	[OTTHUMG00000128758, STSL2, ABCG5, NM_022436, MIM:605459, HGNC:13886, Q9H222, T93792, ENSG00000138075, uc002rtn.3, CCDS1814, MGI:1351659, STSL, 13886, RGD:620298]	NCBI GENE
Detox	Abcg8	10090	67470	Abcg8	ATP binding cassette subfamily G member 8	17 E4|17 55.02 cM	17	active	protein-coding	[AI114946, OTTMUSG00000036685, 1300003C16Rik, Ster, 1914720, ENSMUSG00000024254, sterolin-2, MGI:1914720]	EpiMed GENSYM	9606	64241	ABCG8	ATP binding cassette subfamily G member 8	2p21	2	active	protein-coding	[ABCG8, OTTHUMG00000128756, GBD4, uc002rtq.3, HGNC:13887, Q9H221, NM_022437, STSL1, MGI:1914720, ENSG00000143921, CCDS1815, STSL, MIM:605460, RGD:620300, AF320294, 13887]	NCBI GENE
FAO	Acaa2	10090	52538	Acaa2	acetyl-CoA acyltransferase 2	18 E2|18 50.76 cM	18	active	protein-coding	[D18Ertd240, AI255831, ENSMUSG00000036880, D18Ertd240e, MGI:1098623, 0610011L04Rik, 1098623, AI265397]	EpiMed GENSYM	9606	10449	ACAA2	acetyl-CoA acyltransferase 2	18q21.1	18	active	protein-coding	[ACAA2, MGI:1098623, OTTHUMG00000132667, P42765, D16294, NM_006111, HGNC:83, RGD:620482, DSAEC, CCDS11939, 83, uc002ldw.5, T1, MIM:604770, ENSG00000167315]	NCBI GENE
Pyruvate	Acaca	10090	107476	Acaca	acetyl-Coenzyme A carboxylase alpha	11 C|11 51.29 cM	11	active	protein-coding	[ENSMUSG00000020532, Acc, Ac, A530025K05Rik, 108451, Acac, Gm738, OTTMUSG00000000985, Acc1, MGI:108451]	EpiMed GENSYM	9606	31	ACACA	acetyl-CoA carboxylase alpha	17q12	17	active	protein-coding	[CCDS11318, hACC1, CCDS11317, U19822, OTTHUMG00000188463, MIM:200350, ACACA, Acac1, HGNC:84, ACCalpha, NM_198836, uc284osy.1, ENSG00000278540, Q13085, ACAC, ENSG00000275176, ACACAD, ACCA, ACC, ACC1, MGI:108451, ACACalpha, RGD:621248, 84, CCDS42302, CCDS42303]	NCBI GENE
ERstress	Acaca	10090	107476	Acaca	acetyl-Coenzyme A carboxylase alpha	11 C|11 51.29 cM	11	active	protein-coding	[ENSMUSG00000020532, Acc, Ac, A530025K05Rik, 108451, Acac, Gm738, OTTMUSG00000000985, Acc1, MGI:108451]	EpiMed GENSYM	9606	31	ACACA	acetyl-CoA carboxylase alpha	17q12	17	active	protein-coding	[CCDS11318, hACC1, CCDS11317, U19822, OTTHUMG00000188463, MIM:200350, ACACA, Acac1, HGNC:84, ACCalpha, NM_198836, uc284osy.1, ENSG00000278540, Q13085, ACAC, ENSG00000275176, ACACAD, ACCA, ACC, ACC1, MGI:108451, ACACalpha, RGD:621248, 84, CCDS42302, CCDS42303]	NCBI GENE
Pyruvate	Acacb	10090	100705	Acacb	acetyl-Coenzyme A carboxylase beta	5|5 F	5	active	protein-coding	[Acc, 2140940, AI597064, ENSMUSG00000042010, AW743042, MGI:2140940, OTTMUSG00000014407, Acc2, Accb]	EpiMed GENSYM	9606	32	ACACB	acetyl-CoA carboxylase beta	12q24.11	12	active	protein-coding	[ACACbeta, OTTHUMG00000169250, ENSG00000076555, U89344, O00763, HACC275, ACACB, CCDS31898, ACC2, HGNC:85, NM_001093, uc001tob.4, MIM:601557, ACC-beta, ACCbeta, MGI:2140940, RGD:620500, 85, ACCB]	NCBI GENE
ERstress	Acacb	10090	100705	Acacb	acetyl-Coenzyme A carboxylase beta	5|5 F	5	active	protein-coding	[Acc, 2140940, AI597064, ENSMUSG00000042010, AW743042, MGI:2140940, OTTMUSG00000014407, Acc2, Accb]	EpiMed GENSYM	9606	32	ACACB	acetyl-CoA carboxylase beta	12q24.11	12	active	protein-coding	[ACACbeta, OTTHUMG00000169250, ENSG00000076555, U89344, O00763, HACC275, ACACB, CCDS31898, ACC2, HGNC:85, NM_001093, uc001tob.4, MIM:601557, ACC-beta, ACCbeta, MGI:2140940, RGD:620500, 85, ACCB]	NCBI GENE
FAO	Acadl	10090	11363	Acadl	acyl-Coenzyme A dehydrogenase, long-chain	1 C3|1 33.64 cM	1	active	protein-coding	[OTTMUSG00000026221, C79855, 87866, LC, LCAD, MGI:87866, ENSMUSG00000026003, AU018452, AA960361]	EpiMed GENSYM	9606	33	ACADL	acyl-CoA dehydrogenase long chain	2q34	2	active	protein-coding	[88, uc002vdz.5, RGD:2011, P28330, NM_001608, M74096, OTTHUMG00000132989, ENSG00000115361, CCDS2389, ACADL, HGNC:88, MGI:87866, LCAD, ACAD4, MIM:609576]	NCBI GENE
FAO	Acadm	10090	11364	Acadm	acyl-Coenzyme A dehydrogenase, medium chain	3 H3|3 78.77 cM	3	active	protein-coding	[OTTMUSG00000031346, 87867, ENSMUSG00000062908, AU018656, MGI:87867, MCA, MCAD]	EpiMed GENSYM	9606	34	ACADM	acyl-CoA dehydrogenase medium chain	1p31.1	1	active	protein-coding	[89, NM_000016, uc001dgw.6, LRG_838, MIM:607008, RGD:2012, P11310, CCDS65562, CCDS668, MCADH, HGNC:89, ENSG00000117054, CCDS72807, CCDS44165, MGI:87867, OTTHUMG00000009784, M16827, ACADM, MCAD, ACAD1]	NCBI GENE
FAO	Acads	10090	11409	Acads	acyl-Coenzyme A dehydrogenase, short chain	5 55.99 cM|5 F	5	active	protein-coding	[SC, Bcd1, Hdlq8, Hdlq, SCAD, 87868, MGI:87868, Bcd-1, OTTMUSG00000014625, AI196007, ENSMUSG00000029545]	EpiMed GENSYM	9606	35	ACADS	acyl-CoA dehydrogenase short chain	12q24.31	12	active	protein-coding	[MIM:606885, NM_000017, M26393, CCDS76610, MGI:87868, CCDS9207, P16219, OTTHUMG00000169203, HGNC:90, SCAD, 90, RGD:620514, uc001tza.5, ACADS, ACAD3, ENSG00000122971]	NCBI GENE
FAO	Acadsb	10090	66885	Acadsb	acyl-Coenzyme A dehydrogenase, short/branched chain	7 F3|7 74.03 cM	7	active	protein-coding	[2-MEBCAD, 1300003O09Rik, SBCAD, OTTMUSG00000026268, 1914135, BB066609, MGI:1914135, ENSMUSG00000030861]	EpiMed GENSYM	9606	36	ACADSB	acyl-CoA dehydrogenase short/branched chain	10q26.13	10	active	protein-coding	[ACAD7, uc001lhb.4, NM_001609, RGD:2013, ENSG00000196177, SBCAD, LRG_451, CCDS7634, HGNC:91, MGI:1914135, ACADSB, OTTHUMG00000019200, 2-MEBCAD, U12778, MIM:600301, 91, CCDS81518, P45954]	NCBI GENE
FAO	Acadvl	10090	11370	Acadvl	acyl-Coenzyme A dehydrogenase, very long chain	11 B3|11 42.96 cM	11	active	protein-coding	[ENSMUSG00000018574, vlcad, MGI:895149, OTTMUSG00000006027, VL, 895149]	EpiMed GENSYM	9606	37	ACADVL	acyl-CoA dehydrogenase very long chain	17p13.1	17	active	protein-coding	[NM_000018, RGD:2014, ACADVL, ACAD6, uc002gev.5, OTTHUMG00000102157, LCACD, CCDS58509, BC012912, HGNC:92, VLCAD, MGI:895149, CCDS11090, 92, CCDS42249, ENSG00000072778, P49748, MIM:609575]	NCBI GENE
Ketone	Acat1	10090	110446	Acat1	acetyl-Coenzyme A acetyltransferase 1	9 A5.3|9 29.12 cM	9	active	protein-coding	[MGI:87870, ENSMUSG00000032047, Ac, OTTMUSG00000036698, 6330585C21Rik, Acat, 87870]	EpiMed GENSYM	9606	38	ACAT1	acetyl-CoA acetyltransferase 1	11q22.3	11	active	protein-coding	[MAT, OTTHUMG00000166381, ENSG00000075239, RGD:2016, uc001pjy.4, ACAT, ACAT1, NM_000019, MIM:607809, THIL, MGI:87870, HGNC:93, CCDS8339, 93, T2, P24752, D90228]	NCBI GENE
Pyruvate	Acat1	10090	110446	Acat1	acetyl-Coenzyme A acetyltransferase 1	9 A5.3|9 29.12 cM	9	active	protein-coding	[MGI:87870, ENSMUSG00000032047, Ac, OTTMUSG00000036698, 6330585C21Rik, Acat, 87870]	EpiMed GENSYM	9606	38	ACAT1	acetyl-CoA acetyltransferase 1	11q22.3	11	active	protein-coding	[MAT, OTTHUMG00000166381, ENSG00000075239, RGD:2016, uc001pjy.4, ACAT, ACAT1, NM_000019, MIM:607809, THIL, MGI:87870, HGNC:93, CCDS8339, 93, T2, P24752, D90228]	NCBI GENE
FAO	Acat1	10090	110446	Acat1	acetyl-Coenzyme A acetyltransferase 1	9 A5.3|9 29.12 cM	9	active	protein-coding	[MGI:87870, ENSMUSG00000032047, Ac, OTTMUSG00000036698, 6330585C21Rik, Acat, 87870]	EpiMed GENSYM	9606	38	ACAT1	acetyl-CoA acetyltransferase 1	11q22.3	11	active	protein-coding	[MAT, OTTHUMG00000166381, ENSG00000075239, RGD:2016, uc001pjy.4, ACAT, ACAT1, NM_000019, MIM:607809, THIL, MGI:87870, HGNC:93, CCDS8339, 93, T2, P24752, D90228]	NCBI GENE
Ketone	Acat1	10090	110446	Acat1	acetyl-Coenzyme A acetyltransferase 1	9 A5.3|9 29.12 cM	9	active	protein-coding	[MGI:87870, ENSMUSG00000032047, Ac, OTTMUSG00000036698, 6330585C21Rik, Acat, 87870]	EpiMed GENSYM	9606	6646	SOAT1	sterol O-acyltransferase 1	1q25.2	1	active	protein-coding	[ACAT-1, MGI:104665, ACACT, CCDS58048, CCDS58047, L21934, P35610, SOAT, HGNC:11177, ACAT, CCDS1330, OTTHUMG00000035253, uc001gml.4, ACAT1, MIM:102642, STAT, ENSG00000057252, SOAT1, NM_003101, 11177, RGD:621641]	NCBI GENE
Pyruvate	Acat1	10090	110446	Acat1	acetyl-Coenzyme A acetyltransferase 1	9 A5.3|9 29.12 cM	9	active	protein-coding	[MGI:87870, ENSMUSG00000032047, Ac, OTTMUSG00000036698, 6330585C21Rik, Acat, 87870]	EpiMed GENSYM	9606	6646	SOAT1	sterol O-acyltransferase 1	1q25.2	1	active	protein-coding	[ACAT-1, MGI:104665, ACACT, CCDS58048, CCDS58047, L21934, P35610, SOAT, HGNC:11177, ACAT, CCDS1330, OTTHUMG00000035253, uc001gml.4, ACAT1, MIM:102642, STAT, ENSG00000057252, SOAT1, NM_003101, 11177, RGD:621641]	NCBI GENE
FAO	Acat1	10090	110446	Acat1	acetyl-Coenzyme A acetyltransferase 1	9 A5.3|9 29.12 cM	9	active	protein-coding	[MGI:87870, ENSMUSG00000032047, Ac, OTTMUSG00000036698, 6330585C21Rik, Acat, 87870]	EpiMed GENSYM	9606	6646	SOAT1	sterol O-acyltransferase 1	1q25.2	1	active	protein-coding	[ACAT-1, MGI:104665, ACACT, CCDS58048, CCDS58047, L21934, P35610, SOAT, HGNC:11177, ACAT, CCDS1330, OTTHUMG00000035253, uc001gml.4, ACAT1, MIM:102642, STAT, ENSG00000057252, SOAT1, NM_003101, 11177, RGD:621641]	NCBI GENE
Ketone	Acat2	10090	110460	Acat2	acetyl-Coenzyme A acetyltransferase 2	17 A1|17 8.73 cM	17	active	protein-coding	[Tcp1-rs1, AW742799, ENSMUSG00000023832, Tcp1-, Tcp-1, 87871, Tcp-1x, OTTMUSG00000028085, MGI:87871]	EpiMed GENSYM	9606	39	ACAT2	acetyl-CoA acetyltransferase 2	6q25.3	6	active	protein-coding	[AF356877, CCDS5268, RGD:1359366, ACAT2, uc010kjy.4, NM_005891, MGI:109182, Q9BWD1, HGNC:94, ENSG00000120437, ENSG00000167780, MIM:100678, OTTHUMG00000015935, 94, MGI:87871]	NCBI GENE
Pyruvate	Acat2	10090	110460	Acat2	acetyl-Coenzyme A acetyltransferase 2	17 A1|17 8.73 cM	17	active	protein-coding	[Tcp1-rs1, AW742799, ENSMUSG00000023832, Tcp1-, Tcp-1, 87871, Tcp-1x, OTTMUSG00000028085, MGI:87871]	EpiMed GENSYM	9606	39	ACAT2	acetyl-CoA acetyltransferase 2	6q25.3	6	active	protein-coding	[AF356877, CCDS5268, RGD:1359366, ACAT2, uc010kjy.4, NM_005891, MGI:109182, Q9BWD1, HGNC:94, ENSG00000120437, ENSG00000167780, MIM:100678, OTTHUMG00000015935, 94, MGI:87871]	NCBI GENE
FAO	Acat2	10090	110460	Acat2	acetyl-Coenzyme A acetyltransferase 2	17 A1|17 8.73 cM	17	active	protein-coding	[Tcp1-rs1, AW742799, ENSMUSG00000023832, Tcp1-, Tcp-1, 87871, Tcp-1x, OTTMUSG00000028085, MGI:87871]	EpiMed GENSYM	9606	39	ACAT2	acetyl-CoA acetyltransferase 2	6q25.3	6	active	protein-coding	[AF356877, CCDS5268, RGD:1359366, ACAT2, uc010kjy.4, NM_005891, MGI:109182, Q9BWD1, HGNC:94, ENSG00000120437, ENSG00000167780, MIM:100678, OTTHUMG00000015935, 94, MGI:87871]	NCBI GENE
Ketone	Acat2	10090	110460	Acat2	acetyl-Coenzyme A acetyltransferase 2	17 A1|17 8.73 cM	17	active	protein-coding	[Tcp1-rs1, AW742799, ENSMUSG00000023832, Tcp1-, Tcp-1, 87871, Tcp-1x, OTTMUSG00000028085, MGI:87871]	EpiMed GENSYM	9606	8435	SOAT2	sterol O-acyltransferase 2	12q13.13	12	active	protein-coding	[uc001sbv.4, ARGP2, MGI:1332226, AF059203, NM_003578, OTTHUMG00000169774, ACAT2, HGNC:11178, SOAT2, ENSG00000167780, CCDS8847, MIM:601311, O75908, ACACT2, 11178, RGD:628865]	NCBI GENE
Pyruvate	Acat2	10090	110460	Acat2	acetyl-Coenzyme A acetyltransferase 2	17 A1|17 8.73 cM	17	active	protein-coding	[Tcp1-rs1, AW742799, ENSMUSG00000023832, Tcp1-, Tcp-1, 87871, Tcp-1x, OTTMUSG00000028085, MGI:87871]	EpiMed GENSYM	9606	8435	SOAT2	sterol O-acyltransferase 2	12q13.13	12	active	protein-coding	[uc001sbv.4, ARGP2, MGI:1332226, AF059203, NM_003578, OTTHUMG00000169774, ACAT2, HGNC:11178, SOAT2, ENSG00000167780, CCDS8847, MIM:601311, O75908, ACACT2, 11178, RGD:628865]	NCBI GENE
FAO	Acat2	10090	110460	Acat2	acetyl-Coenzyme A acetyltransferase 2	17 A1|17 8.73 cM	17	active	protein-coding	[Tcp1-rs1, AW742799, ENSMUSG00000023832, Tcp1-, Tcp-1, 87871, Tcp-1x, OTTMUSG00000028085, MGI:87871]	EpiMed GENSYM	9606	8435	SOAT2	sterol O-acyltransferase 2	12q13.13	12	active	protein-coding	[uc001sbv.4, ARGP2, MGI:1332226, AF059203, NM_003578, OTTHUMG00000169774, ACAT2, HGNC:11178, SOAT2, ENSG00000167780, CCDS8847, MIM:601311, O75908, ACACT2, 11178, RGD:628865]	NCBI GENE
Fatty Acid synthesis	Acl	10090	100035951	Acla1	anticardiolipin antibody 1	17 17.98 cM	17	active	unknown	[MGI:3625039, Acla-1, Acl, 3625039]	EpiMed GENALIAS										
Fatty Acid synthesis	Acl	10090	100035309	Acla2	anticardiolipin antibody 2	4 43.34 cM	4	active	unknown	[MGI:3625040, 3625040, Acl, Acla-2]	EpiMed GENALIAS										
TCA	Acly	10090	104112	Acly	ATP citrate lyase	11 D|11 63.47 cM	11	active	protein-coding	[103251, A730098H14Rik, OTTMUSG00000006279, AW538652, ENSMUSG00000020917, MGI:103251]	EpiMed GENSYM	9606	47	ACLY	ATP citrate lyase	17q21.2	17	active	protein-coding	[X64330, P53396, CLATP, ACL, OTTHUMG00000133507, CCDS11413, CCDS11412, ENSG00000131473, MGI:103251, ACLY, NM_001096, 115, MIM:108728, uc002hyg.4, HGNC:115, ATPCL, RGD:2018]	NCBI GENE
TCA	Aco1	10090	11428	Aco1	aconitase 1	4 A5|4 20.24 cM	4	active	protein-coding	[Irebp, Aco-1, 87879, MGI:87879, Irp1, I, Ir, Aco, ENSMUSG00000028405, OTTMUSG00000006559]	EpiMed GENSYM	9606	48	ACO1	aconitase 1	9p21.1	9	active	protein-coding	[IREB1, ACONS, IREBP, HGNC:117, MGI:87879, IRP1, ENSG00000122729, M58510, OTTHUMG00000019740, IREBP1, CCDS6525, NM_002197, 117, ACO1, RGD:2019, uc003zqw.5, HEL60, MIM:100880, P21399]	NCBI GENE
TCA	Aco2	10090	11429	Aco2	aconitase 2, mitochondrial	15 E1|15 38.26 cM	15	active	protein-coding	[Aco-2, MGI:87880, Ac, D10Wsu183, D10Wsu183e, Irp1, Aco3, Aco, OTTMUSG00000016391, ENSMUSG00000022477, 87880]	EpiMed GENSYM	9606	50	ACO2	aconitase 2	22q13.2	22	active	protein-coding	[uc003bac.3, HGNC:118, CCDS14017, HEL-S-284, ICRD, OCA8, OTTHUMG00000030544, MGI:87880, Q99798, RGD:621360, NM_001098, 118, ENSG00000100412, AH006514, ACO2, OPA9, MIM:100850, ACONM]	NCBI GENE
AminoAcids	Adsl	10090	11564	Adsl	adenylosuccinate lyase	15 E1|15 37.95 cM	15	active	protein-coding	[MGI:103202, ENSMUSG00000022407, Adl, 103202, OTTMUSG00000035645, Asl]	EpiMed GENSYM										
Pyruvate	Acot12	10090	74156	Acot12	acyl-CoA thioesterase 12	13 C3|13 47.43 cM	13	active	protein-coding	[OTTMUSG00000024121, 4930449F15Rik, Cac, AV027244, MGI:1921406, mCACH-1, Cach, 1921406, ENSMUSG00000021620, 1300004O04Rik, CACH-1]	EpiMed GENSYM	9606	134526	ACOT12	acyl-CoA thioesterase 12	5q14.1	5	active	protein-coding	[STARD15, ACOT12, MIM:614315, CCDS4055, ENSG00000172497, OTTHUMG00000131305, RGD:619752, 24436, NM_130767, CACH-1, MGI:1921406, uc003khl.5, Q8WYK0, Cach, THEAL, HGNC:24436, AB078619]	NCBI GENE
LTP	Acot12	10090	74156	Acot12	acyl-CoA thioesterase 12	13 C3|13 47.43 cM	13	active	protein-coding	[OTTMUSG00000024121, 4930449F15Rik, Cac, AV027244, MGI:1921406, mCACH-1, Cach, 1921406, ENSMUSG00000021620, 1300004O04Rik, CACH-1]	EpiMed GENSYM	9606	134526	ACOT12	acyl-CoA thioesterase 12	5q14.1	5	active	protein-coding	[STARD15, ACOT12, MIM:614315, CCDS4055, ENSG00000172497, OTTHUMG00000131305, RGD:619752, 24436, NM_130767, CACH-1, MGI:1921406, uc003khl.5, Q8WYK0, Cach, THEAL, HGNC:24436, AB078619]	NCBI GENE
FAO	Acox1	10090	11430	Acox1	acyl-Coenzyme A oxidase 1, palmitoyl	11 E2|11 80.96 cM	11	active	protein-coding	[D130055E20Rik, A, MGI:1330812, ENSMUSG00000020777, Acox, 1330812, AOX, OTTMUSG00000003754, Paox]	EpiMed GENSYM	9606	51	ACOX1	acyl-CoA oxidase 1	17q25.1	17	active	protein-coding	[CCDS11735, CCDS11734, MGI:1330812, MITCH, HGNC:119, OTTHUMG00000180027, uc002jqe.5, PALMCOX, AOX, RGD:619757, NM_001185039, U03254, ACOX, ACOX1, 119, MIM:609751, SCOX, Q15067, ENSG00000161533]	NCBI GENE
FAO	Acox3	10090	80911	Acox3	acyl-Coenzyme A oxidase 3, pristanoyl	5 B3|5 18.32 cM	5	active	protein-coding	[OTTMUSG00000023571, MGI:1933156, PC, BI685180, ENSMUSG00000029098, EST-s59, 1933156, PCOX, EST-s]	EpiMed GENSYM	9606	8310	ACOX3	acyl-CoA oxidase 3, pristanoyl	4p16.1	4	active	protein-coding	[O15254, MIM:603402, uc003glc.5, 121, ENSG00000087008, CCDS3401, Y11411, MGI:1933156, NM_001101667, RGD:69245, OTTHUMG00000090509, ACOX3, CCDS47017, HGNC:121]	NCBI GENE
FAO	Acsbg1	10090	94180	Acsbg1	acyl-CoA synthetase bubblegum family member 1	9 A5.3|9 29.7 cM	9	active	protein-coding	[Lpd, MGI:2385656, GR-LACS, R75185, 2385656, E230019G03Rik, ENSMUSG00000032281, Bgm, OTTMUSG00000030280, L, BG1]	EpiMed GENSYM	9606	23205	ACSBG1	acyl-CoA synthetase bubblegum family member 1	15q25.1	15	active	protein-coding	[hsBG, LPD, NM_015162, GR-LACS, BG, FLJ30320, BGM, CCDS10298, Q96GR2, BG1, MIM:614362, MGC14352, RGD:708557, MGI:2385656, hBG1, 29567, OTTHUMG00000143734, KIAA0631, uc002bdh.4, ACSBG1, AB014531, HGNC:29567, ENSG00000103740]	NCBI GENE
FAO	Acsl1	10090	14081	Acsl1	acyl-CoA synthetase long-chain family member 1	8 B1.1|8 26.36 cM	8	active	protein-coding	[LACS1, Ac, Facl2, MGI:102797, Fac, FACS, Acas, OTTMUSG00000022668, Acs, ENSMUSG00000018796, LACS 1, 102797, Acas1]	EpiMed GENSYM	9606	2180	ACSL1	acyl-CoA synthetase long chain family member 1	4q35.1	4	active	protein-coding	[RGD:2015, LACS2, LACS1, ACSL1, LACS, CCDS75213, BC026290, MGI:102797, P33121, MIM:152425, NM_001995, 3569, ENSG00000151726, OTTHUMG00000160547, FACL1, FACL2, CCDS3839, uc063biw.1, HGNC:3569, CCDS68826, ACS1, CCDS68825]	NCBI GENE
FAO	Acsl3	10090	74205	Acsl3	acyl-CoA synthetase long-chain family member 3	1 C4|1 40.84 cM	1	active	protein-coding	[1921455, ENSMUSG00000032883, C85929, OTTMUSG00000033118, Facl3, 2610510B12Rik, Pro2194, Fac, LACS 3, Acs3, MGI:1921455]	EpiMed GENSYM	9606	2181	ACSL3	acyl-CoA synthetase long chain family member 3	2q36.1	2	active	protein-coding	[LACS3, NM_004457, ACSL3, O95573, 3570, D89053, RGD:70552, CCDS2455, FACL3, PRO2194, HGNC:3570, ENSG00000123983, LACS 3, ACS3, uc002vni.4, OTTHUMG00000133160, MIM:602371, MGI:1921455]	NCBI GENE
FAO	Acsl4	10090	50790	Acsl4	acyl-CoA synthetase long-chain family member 4	X F2|X 63.12 cM	X	active	protein-coding	[ENSMUSG00000031278, AC, 1354713, AU018108, MGI:1354713, Fac, Lacs4, OTTMUSG00000018811, La, Facl4, ACS4, 9430020A05Rik]	EpiMed GENSYM	9606	2182	ACSL4	acyl-CoA synthetase long chain family member 4	Xq23	X	active	protein-coding	[LACS4, CCDS14549, ENSG00000068366, MGI:1354713, FACL4, MIM:300157, NM_004458, ACSL4, CCDS14548, 3571, MRX63, BC034959, RGD:69401, HGNC:3571, uc004eoi.3, O60488, MRX68, OTTHUMG00000022190, XLID63, ACS4]	NCBI GENE
FAO	Acsl5	10090	433256	Acsl5	acyl-CoA synthetase long-chain family member 5	19 D2|19 51.3 cM	19	active	protein-coding	[1700030F05Rik, ENSMUSG00000024981, Facl5, Fac, 1919129, ACS5, MGI:1919129, ACS2]	EpiMed GENSYM	9606	51703	ACSL5	acyl-CoA synthetase long chain family member 5	10q25.2	10	active	protein-coding	[uc001kzs.4, ENSG00000197142, MIM:605677, NM_016234, FACL5, ACSL5, HGNC:16526, CCDS7573, CCDS7572, MGI:1919129, Q9ULC5, DIAR13, OTTHUMG00000019060, ACS5, RGD:69402, AB033899, ACS2, 16526]	NCBI GENE
FAO	Acsl6	10090	216739	Acsl6	acyl-CoA synthetase long-chain family member 6	11 B1.3|11 32.13 cM	11	active	protein-coding	[mKIAA0837, LACS, Fac, L, OTTMUSG00000005668, ENSMUSG00000020333, AW050338, A330035H04Rik, Facl6, Lacsl, 894291, MGI:894291]	EpiMed GENSYM	9606	23305	ACSL6	acyl-CoA synthetase long chain family member 6	5q31.1	5	active	protein-coding	[HGNC:16496, MIM:604443, NM_015256, 16496, ENSG00000164398, LACS 6, OTTHUMG00000150692, Q9UKU0, RGD:69403, KIAA0837, LACS2, CCDS34228, CCDS34229, ACSL6, FACL6, AB020644, uc063gss.1, ENSG00000281938, CCDS56382, CCDS56381, CCDS56383, LACS5, MGI:894291, ACS2]	NCBI GENE
Pyruvate	Acss1	10090	68738	Acss1	acyl-CoA synthetase short-chain family member 1	2 G3|2 74.74 cM	2	active	protein-coding	[1110032O15Rik, AceCS2, MGI:1915988, OTTMUSG00000015731, Ac, ENSMUSG00000027452, Acas2l, AI788978, 1915988, Acas2, AceC]	EpiMed GENSYM	9606	84532	ACSS1	acyl-CoA synthetase short chain family member 1	20p11.21	20	active	protein-coding	[CCDS58765, ACECS1, CCDS58764, RGD:1306246, 16091, dJ568C11.3, MIM:614355, CCDS13167, OTTHUMG00000032112, ENSG00000154930, MGI:1915988, NM_032501, uc061vwl.1, ACAS2L, HGNC:16091, ACSS1, MGC33843, AceCS2L, Q9NUB1]	NCBI GENE
